,other,hydro
20180909T11Z,210,251
20180909T10Z,212,249
20180909T09Z,211,252
20180909T08Z,212,256
20180909T07Z,215,255
20180909T06Z,215,259
20180909T05Z,198,288
20180909T04Z,200,291
20180909T03Z,202,294
20180909T02Z,224,285
20180909T01Z,234,285
20180909T00Z,235,352
20180908T23Z,235,398
20180908T22Z,234,474
20180908T21Z,235,525
20180908T20Z,235,447
20180908T19Z,235,373
20180908T18Z,236,292
20180908T17Z,235,289
20180908T16Z,233,289
20180908T15Z,214,291
20180908T14Z,200,283
20180908T13Z,199,282
20180908T12Z,197,284
20180908T11Z,196,282
20180908T10Z,199,280
20180908T09Z,227,283
20180908T08Z,226,283
20180908T07Z,203,280
20180908T06Z,202,282
20180908T05Z,202,280
20180908T04Z,206,279
20180908T03Z,220,289
20180908T02Z,236,386
20180908T01Z,235,421
20180908T00Z,236,427
20180907T23Z,235,442
20180907T22Z,235,603
20180907T21Z,235,621
20180907T20Z,234,530
20180907T19Z,235,288
20180907T18Z,235,283
20180907T17Z,235,269
20180907T16Z,235,271
20180907T15Z,235,271
20180907T14Z,234,260
20180907T13Z,230,258
20180907T12Z,225,190
20180907T11Z,201,184
20180907T10Z,201,161
20180907T09Z,199,165
20180907T08Z,199,165
20180907T07Z,201,161
20180907T06Z,202,159
20180907T05Z,213,143
20180907T04Z,218,178
20180907T03Z,235,211
20180907T02Z,235,207
20180907T01Z,234,185
20180907T00Z,235,190
20180906T23Z,235,365
20180906T22Z,234,762
20180906T21Z,235,928
20180906T20Z,235,855
20180906T19Z,236,293
20180906T18Z,235,204
20180906T17Z,235,47
20180906T16Z,235,48
20180906T15Z,235,54
20180906T14Z,235,110
20180906T13Z,236,110
20180906T12Z,233,132
20180906T11Z,212,150
20180906T10Z,199,149
20180906T09Z,198,153
20180906T08Z,200,150
20180906T07Z,200,151
20180906T06Z,201,150
20180906T05Z,190,149
20180906T04Z,208,152
20180906T03Z,235,155
20180906T02Z,235,222
20180906T01Z,235,272
20180906T00Z,235,489
20180905T23Z,235,860
20180905T22Z,236,1235
20180905T21Z,235,1238
20180905T20Z,235,1180
20180905T19Z,236,672
20180905T18Z,235,295
20180905T17Z,234,198
20180905T16Z,235,111
20180905T15Z,234,107
20180905T14Z,234,108
20180905T13Z,234,108
20180905T12Z,234,127
20180905T11Z,206,130
20180905T10Z,186,128
20180905T09Z,163,129
20180905T08Z,164,131
20180905T07Z,165,162
20180905T06Z,190,168
20180905T05Z,219,218
20180905T04Z,228,219
20180905T03Z,235,219
20180905T02Z,234,219
20180905T01Z,235,261
20180905T00Z,235,612
20180904T23Z,235,1140
20180904T22Z,235,1325
20180904T21Z,235,1323
20180904T20Z,235,1279
20180904T19Z,236,844
20180904T18Z,235,226
20180904T17Z,235,194
20180904T16Z,235,192
20180904T15Z,235,191
20180904T14Z,232,157
20180904T13Z,221,174
20180904T12Z,216,123
20180904T11Z,202,121
20180904T10Z,201,121
20180904T09Z,200,121
20180904T08Z,200,122
20180904T07Z,203,122
20180904T06Z,202,120
20180904T05Z,211,97
20180904T04Z,214,94
20180904T03Z,234,68
20180904T02Z,234,67
20180904T01Z,235,71
20180904T00Z,235,116
20180903T23Z,235,404
20180903T22Z,236,603
20180903T21Z,236,846
20180903T20Z,235,805
20180903T19Z,235,146
20180903T18Z,236,27
20180903T17Z,236,10
20180903T16Z,234,75
20180903T15Z,228,77
20180903T14Z,202,112
20180903T13Z,193,112
20180903T12Z,192,112
20180903T11Z,192,112
20180903T10Z,192,113
20180903T09Z,193,133
20180903T08Z,195,134
20180903T07Z,195,152
20180903T06Z,196,174
20180903T05Z,210,197
20180903T04Z,215,131
20180903T03Z,236,164
20180903T02Z,234,174
20180903T01Z,235,212
20180903T00Z,236,281
20180902T23Z,235,439
20180902T22Z,234,451
20180902T21Z,235,693
20180902T20Z,234,680
20180902T19Z,235,214
20180902T18Z,235,111
20180902T17Z,234,110
20180902T16Z,235,109
20180902T15Z,232,109
20180902T14Z,203,109
20180902T13Z,193,108
20180902T12Z,193,110
20180902T11Z,192,151
20180902T10Z,193,151
20180902T09Z,193,152
20180902T08Z,192,150
20180902T07Z,194,138
20180902T06Z,196,138
20180902T05Z,209,136
20180902T04Z,213,139
20180902T03Z,234,138
20180902T02Z,235,166
20180902T01Z,235,168
20180902T00Z,236,283
20180901T23Z,234,323
20180901T22Z,235,650
20180901T21Z,234,662
20180901T20Z,235,657
20180901T19Z,236,295
20180901T18Z,236,229
20180901T17Z,235,158
20180901T16Z,234,156
20180901T15Z,231,157
20180901T14Z,208,157
20180901T13Z,193,178
20180901T12Z,193,178
20180901T11Z,192,179
20180901T10Z,193,178
20180901T09Z,193,200
20180901T08Z,192,199
20180901T07Z,194,202
20180901T06Z,196,199
20180901T05Z,201,201
20180901T04Z,222,199
20180901T03Z,234,199
20180901T02Z,235,232
20180901T01Z,235,236
20180901T00Z,236,340
20180831T23Z,235,719
20180831T22Z,235,742
20180831T21Z,235,609
20180831T20Z,236,586
20180831T19Z,236,483
20180831T18Z,236,311
20180831T17Z,235,156
20180831T16Z,235,143
20180831T15Z,228,125
20180831T14Z,223,160
20180831T13Z,206,140
20180831T12Z,205,139
20180831T11Z,199,138
20180831T10Z,198,139
20180831T09Z,197,175
20180831T08Z,198,175
20180831T07Z,198,196
20180831T06Z,200,198
20180831T05Z,199,215
20180831T04Z,203,240
20180831T03Z,235,268
20180831T02Z,235,268
20180831T01Z,235,268
20180831T00Z,236,389
20180830T23Z,235,486
20180830T22Z,236,651
20180830T21Z,235,502
20180830T20Z,235,382
20180830T19Z,236,377
20180830T18Z,235,322
20180830T17Z,235,249
20180830T16Z,235,247
20180830T15Z,223,229
20180830T14Z,221,227
20180830T13Z,219,225
20180830T12Z,206,173
20180830T11Z,200,172
20180830T10Z,195,171
20180830T09Z,196,170
20180830T08Z,195,171
20180830T07Z,200,171
20180830T06Z,201,173
20180830T05Z,202,170
20180830T04Z,217,172
20180830T03Z,234,208
20180830T02Z,235,296
20180830T01Z,234,296
20180830T00Z,236,341
20180829T23Z,235,735
20180829T22Z,236,1201
20180829T21Z,235,1124
20180829T20Z,235,1029
20180829T19Z,235,634
20180829T18Z,235,286
20180829T17Z,235,239
20180829T16Z,235,195
20180829T15Z,236,190
20180829T14Z,235,163
20180829T13Z,234,130
20180829T12Z,214,103
20180829T11Z,205,102
20180829T10Z,200,102
20180829T09Z,200,101
20180829T08Z,201,83
20180829T07Z,204,83
20180829T06Z,205,80
20180829T05Z,222,159
20180829T04Z,233,159
20180829T03Z,235,182
20180829T02Z,235,272
20180829T01Z,234,384
20180829T00Z,235,579
20180828T23Z,235,1182
20180828T22Z,236,1325
20180828T21Z,236,1188
20180828T20Z,235,1149
20180828T19Z,234,922
20180828T18Z,235,498
20180828T17Z,234,264
20180828T16Z,235,214
20180828T15Z,235,211
20180828T14Z,235,211
20180828T13Z,233,210
20180828T12Z,213,178
20180828T11Z,203,175
20180828T10Z,201,177
20180828T09Z,198,176
20180828T08Z,201,177
20180828T07Z,204,177
20180828T06Z,205,196
20180828T05Z,218,198
20180828T04Z,220,205
20180828T03Z,234,248
20180828T02Z,234,284
20180828T01Z,235,358
20180828T00Z,235,607
20180827T23Z,235,1201
20180827T22Z,235,1253
20180827T21Z,235,1105
20180827T20Z,235,913
20180827T19Z,235,684
20180827T18Z,234,534
20180827T17Z,235,314
20180827T16Z,234,310
20180827T15Z,234,309
20180827T14Z,235,328
20180827T13Z,235,268
20180827T12Z,209,238
20180827T11Z,202,236
20180827T10Z,199,236
20180827T09Z,201,239
20180827T08Z,199,235
20180827T07Z,200,235
20180827T06Z,199,214
20180827T05Z,200,221
20180827T04Z,212,195
20180827T03Z,235,191
20180827T02Z,235,194
20180827T01Z,236,280
20180827T00Z,236,285
20180826T23Z,235,304
20180826T22Z,236,682
20180826T21Z,235,653
20180826T20Z,236,327
20180826T19Z,235,318
20180826T18Z,236,308
20180826T17Z,235,241
20180826T16Z,234,193
20180826T15Z,231,192
20180826T14Z,203,212
20180826T13Z,193,210
20180826T12Z,191,213
20180826T11Z,190,210
20180826T10Z,190,211
20180826T09Z,190,210
20180826T08Z,190,212
20180826T07Z,194,213
20180826T06Z,195,210
20180826T05Z,197,213
20180826T04Z,213,211
20180826T03Z,233,214
20180826T02Z,235,264
20180826T01Z,235,331
20180826T00Z,236,337
20180825T23Z,235,510
20180825T22Z,235,844
20180825T21Z,235,790
20180825T20Z,236,422
20180825T19Z,235,226
20180825T18Z,235,208
20180825T17Z,235,93
20180825T16Z,236,63
20180825T15Z,230,62
20180825T14Z,200,82
20180825T13Z,190,82
20180825T12Z,190,83
20180825T11Z,190,81
20180825T10Z,190,82
20180825T09Z,190,85
20180825T08Z,190,134
20180825T07Z,191,138
20180825T06Z,192,152
20180825T05Z,209,171
20180825T04Z,211,176
20180825T03Z,234,222
20180825T02Z,235,221
20180825T01Z,235,223
20180825T00Z,235,307
20180824T23Z,236,874
20180824T22Z,236,998
20180824T21Z,238,929
20180824T20Z,236,856
20180824T19Z,237,399
20180824T18Z,236,336
20180824T17Z,237,338
20180824T16Z,235,335
20180824T15Z,235,322
20180824T14Z,217,306
20180824T13Z,202,255
20180824T12Z,202,255
20180824T11Z,197,253
20180824T10Z,196,254
20180824T09Z,196,252
20180824T08Z,196,255
20180824T07Z,197,254
20180824T06Z,197,254
20180824T05Z,197,255
20180824T04Z,206,255
20180824T03Z,233,300
20180824T02Z,235,302
20180824T01Z,237,301
20180824T00Z,238,287
20180823T23Z,237,411
20180823T22Z,236,463
20180823T21Z,237,339
20180823T20Z,235,315
20180823T19Z,225,294
20180823T18Z,216,284
20180823T17Z,205,279
20180823T16Z,203,213
20180823T15Z,176,212
20180823T14Z,173,214
20180823T13Z,146,211
20180823T12Z,141,210
20180823T11Z,140,213
20180823T10Z,140,213
20180823T09Z,139,213
20180823T08Z,141,213
20180823T07Z,139,213
20180823T06Z,139,215
20180823T05Z,140,282
20180823T04Z,140,285
20180823T03Z,140,283
20180823T02Z,141,283
20180823T01Z,129,288
20180823T00Z,94,355
20180822T23Z,95,493
20180822T22Z,70,674
20180822T21Z,52,525
20180822T20Z,32,348
20180822T19Z,0,343
20180822T18Z,0,337
20180822T17Z,0,335
20180822T16Z,0,264
20180822T15Z,52,199
20180822T14Z,146,190
20180822T13Z,120,192
20180822T12Z,93,193
20180822T11Z,92,194
20180822T10Z,75,192
20180822T09Z,47,191
20180822T08Z,16,192
20180822T07Z,0,190
20180822T06Z,0,192
20180822T05Z,0,192
20180822T04Z,0,190
20180822T03Z,0,194
20180822T02Z,0,375
20180822T01Z,0,386
20180822T00Z,0,392
20180821T23Z,0,631
20180821T22Z,0,1081
20180821T21Z,0,939
20180821T20Z,0,655
20180821T19Z,0,429
20180821T18Z,0,198
20180821T17Z,0,192
20180821T16Z,0,193
20180821T15Z,0,191
20180821T14Z,0,193
20180821T13Z,0,192
20180821T12Z,0,187
20180821T11Z,0,191
20180821T10Z,0,193
20180821T09Z,0,194
20180821T08Z,0,271
20180821T07Z,0,270
20180821T06Z,0,266
20180821T05Z,0,280
20180821T04Z,0,277
20180821T03Z,0,282
20180821T02Z,0,277
20180821T01Z,0,281
20180821T00Z,0,318
20180820T23Z,0,435
20180820T22Z,0,904
20180820T21Z,0,779
20180820T20Z,0,648
20180820T19Z,0,309
20180820T18Z,0,281
20180820T17Z,0,277
20180820T16Z,0,232
20180820T15Z,0,227
20180820T14Z,0,234
20180820T13Z,0,234
20180820T12Z,0,235
20180820T11Z,0,255
20180820T10Z,0,252
20180820T09Z,0,253
20180820T08Z,0,132
20180820T07Z,0,112
20180820T06Z,1,116
20180820T05Z,38,114
20180820T04Z,63,114
20180820T03Z,99,116
20180820T02Z,123,203
20180820T01Z,146,204
20180820T00Z,172,211
20180819T23Z,200,291
20180819T22Z,202,295
20180819T21Z,200,287
20180819T20Z,206,321
20180819T19Z,212,246
20180819T18Z,211,230
20180819T17Z,199,228
20180819T16Z,199,204
20180819T15Z,205,221
20180819T14Z,225,211
20180819T13Z,200,211
20180819T12Z,192,235
20180819T11Z,192,278
20180819T10Z,193,278
20180819T09Z,193,278
20180819T08Z,195,278
20180819T07Z,195,281
20180819T06Z,198,277
20180819T05Z,211,278
20180819T04Z,213,278
20180819T03Z,234,279
20180819T02Z,236,277
20180819T01Z,235,277
20180819T00Z,234,293
20180818T23Z,235,726
20180818T22Z,234,750
20180818T21Z,235,737
20180818T20Z,234,706
20180818T19Z,235,346
20180818T18Z,234,281
20180818T17Z,235,278
20180818T16Z,234,260
20180818T15Z,232,257
20180818T14Z,210,236
20180818T13Z,197,235
20180818T12Z,195,208
20180818T11Z,196,207
20180818T10Z,195,206
20180818T09Z,194,189
20180818T08Z,195,186
20180818T07Z,195,187
20180818T06Z,198,186
20180818T05Z,215,185
20180818T04Z,233,185
20180818T03Z,234,183
20180818T02Z,234,181
20180818T01Z,234,216
20180818T00Z,235,413
20180817T23Z,234,706
20180817T22Z,234,1223
20180817T21Z,234,1189
20180817T20Z,234,988
20180817T19Z,236,733
20180817T18Z,236,282
20180817T17Z,236,281
20180817T16Z,235,181
20180817T15Z,234,174
20180817T14Z,235,169
20180817T13Z,234,165
20180817T12Z,234,167
20180817T11Z,204,166
20180817T10Z,201,164
20180817T09Z,202,165
20180817T08Z,201,211
20180817T07Z,203,212
20180817T06Z,204,213
20180817T05Z,215,258
20180817T04Z,222,259
20180817T03Z,234,254
20180817T02Z,234,258
20180817T01Z,235,281
20180817T00Z,234,611
20180816T23Z,235,1083
20180816T22Z,235,1319
20180816T21Z,235,1188
20180816T20Z,235,1158
20180816T19Z,235,709
20180816T18Z,234,490
20180816T17Z,235,277
20180816T16Z,234,246
20180816T15Z,235,189
20180816T14Z,236,234
20180816T13Z,235,235
20180816T12Z,229,239
20180816T11Z,203,238
20180816T10Z,202,257
20180816T09Z,200,258
20180816T08Z,200,254
20180816T07Z,199,260
20180816T06Z,203,263
20180816T05Z,204,264
20180816T04Z,233,264
20180816T03Z,234,265
20180816T02Z,234,271
20180816T01Z,235,276
20180816T00Z,236,586
20180815T23Z,235,763
20180815T22Z,236,1261
20180815T21Z,235,1112
20180815T20Z,236,1025
20180815T19Z,235,614
20180815T18Z,235,263
20180815T17Z,235,245
20180815T16Z,235,157
20180815T15Z,235,135
20180815T14Z,234,135
20180815T13Z,219,118
20180815T12Z,204,80
20180815T11Z,202,47
20180815T10Z,200,46
20180815T09Z,201,47
20180815T08Z,201,46
20180815T07Z,200,45
20180815T06Z,201,48
20180815T05Z,211,82
20180815T04Z,216,82
20180815T03Z,234,83
20180815T02Z,235,104
20180815T01Z,234,112
20180815T00Z,236,410
20180814T23Z,235,670
20180814T22Z,236,1064
20180814T21Z,235,946
20180814T20Z,235,551
20180814T19Z,236,330
20180814T18Z,235,294
20180814T17Z,235,140
20180814T16Z,234,118
20180814T15Z,233,117
20180814T14Z,226,78
20180814T13Z,218,77
20180814T12Z,201,77
20180814T11Z,199,78
20180814T10Z,198,40
20180814T09Z,199,46
20180814T08Z,199,46
20180814T07Z,200,47
20180814T06Z,200,46
20180814T05Z,210,47
20180814T04Z,213,47
20180814T03Z,234,47
20180814T02Z,235,47
20180814T01Z,235,53
20180814T00Z,234,453
20180813T23Z,235,927
20180813T22Z,234,1186
20180813T21Z,235,1186
20180813T20Z,234,1173
20180813T19Z,234,792
20180813T18Z,235,564
20180813T17Z,234,235
20180813T16Z,235,168
20180813T15Z,235,10
20180813T14Z,235,7
20180813T13Z,233,7
20180813T12Z,206,7
20180813T11Z,197,6
20180813T10Z,193,7
20180813T09Z,195,9
20180813T08Z,193,45
20180813T07Z,193,47
20180813T06Z,193,46
20180813T05Z,197,46
20180813T04Z,202,48
20180813T03Z,231,55
20180813T02Z,235,79
20180813T01Z,235,87
20180813T00Z,234,123
20180812T23Z,234,481
20180812T22Z,235,841
20180812T21Z,235,772
20180812T20Z,234,410
20180812T19Z,234,172
20180812T18Z,235,32
20180812T17Z,234,27
20180812T16Z,232,27
20180812T15Z,227,28
20180812T14Z,212,164
20180812T13Z,189,164
20180812T12Z,189,164
20180812T11Z,189,77
20180812T10Z,188,75
20180812T09Z,188,76
20180812T08Z,190,80
20180812T07Z,191,96
20180812T06Z,194,97
20180812T05Z,204,120
20180812T04Z,233,122
20180812T03Z,235,124
20180812T02Z,234,123
20180812T01Z,234,141
20180812T00Z,235,147
20180811T23Z,233,406
20180811T22Z,234,946
20180811T21Z,234,892
20180811T20Z,234,774
20180811T19Z,234,459
20180811T18Z,234,37
20180811T17Z,235,28
20180811T16Z,234,27
20180811T15Z,233,27
20180811T14Z,216,27
20180811T13Z,192,7
20180811T12Z,193,7
20180811T11Z,192,7
20180811T10Z,192,7
20180811T09Z,193,6
20180811T08Z,194,27
20180811T07Z,195,27
20180811T06Z,197,83
20180811T05Z,206,83
20180811T04Z,234,84
20180811T03Z,235,103
20180811T02Z,235,181
20180811T01Z,234,370
20180811T00Z,235,764
20180810T23Z,236,1326
20180810T22Z,234,1341
20180810T21Z,234,1201
20180810T20Z,235,1182
20180810T19Z,236,800
20180810T18Z,235,405
20180810T17Z,235,264
20180810T16Z,235,49
20180810T15Z,234,27
20180810T14Z,233,27
20180810T13Z,207,7
20180810T12Z,200,7
20180810T11Z,198,7
20180810T10Z,197,27
20180810T09Z,197,28
20180810T08Z,198,46
20180810T07Z,199,46
20180810T06Z,201,47
20180810T05Z,213,75
20180810T04Z,235,76
20180810T03Z,236,75
20180810T02Z,236,82
20180810T01Z,235,359
20180810T00Z,235,767
20180809T23Z,235,1319
20180809T22Z,235,1327
20180809T21Z,236,1224
20180809T20Z,236,1176
20180809T19Z,235,826
20180809T18Z,235,419
20180809T17Z,236,281
20180809T16Z,236,106
20180809T15Z,235,69
20180809T14Z,235,39
20180809T13Z,234,29
20180809T12Z,207,27
20180809T11Z,200,27
20180809T10Z,199,27
20180809T09Z,198,26
20180809T08Z,199,27
20180809T07Z,199,47
20180809T06Z,203,47
20180809T05Z,205,48
20180809T04Z,234,46
20180809T03Z,236,50
20180809T02Z,235,77
20180809T01Z,234,268
20180809T00Z,236,786
20180808T23Z,235,1329
20180808T22Z,235,1339
20180808T21Z,235,1231
20180808T20Z,236,1172
20180808T19Z,237,819
20180808T18Z,235,482
20180808T17Z,235,265
20180808T16Z,236,29
20180808T15Z,234,7
20180808T14Z,234,7
20180808T13Z,218,6
20180808T12Z,202,8
20180808T11Z,199,27
20180808T10Z,199,27
20180808T09Z,199,27
20180808T08Z,199,27
20180808T07Z,199,27
20180808T06Z,200,26
20180808T05Z,201,28
20180808T04Z,223,52
20180808T03Z,234,59
20180808T02Z,236,176
20180808T01Z,236,187
20180808T00Z,236,477
20180807T23Z,235,1071
20180807T22Z,236,1295
20180807T21Z,234,1216
20180807T20Z,235,1168
20180807T19Z,235,896
20180807T18Z,234,441
20180807T17Z,234,186
20180807T16Z,234,141
20180807T15Z,234,49
20180807T14Z,234,49
20180807T13Z,225,52
20180807T12Z,201,56
20180807T11Z,199,57
20180807T10Z,199,58
20180807T09Z,197,106
20180807T08Z,197,108
20180807T07Z,199,136
20180807T06Z,200,131
20180807T05Z,206,102
20180807T04Z,234,103
20180807T03Z,235,104
20180807T02Z,234,104
20180807T01Z,236,214
20180807T00Z,235,747
20180806T23Z,235,1332
20180806T22Z,235,1340
20180806T21Z,235,1224
20180806T20Z,237,1180
20180806T19Z,235,855
20180806T18Z,236,293
20180806T17Z,235,89
20180806T16Z,236,84
20180806T15Z,234,67
20180806T14Z,232,66
20180806T13Z,223,47
20180806T12Z,205,47
20180806T11Z,200,6
20180806T10Z,199,7
20180806T09Z,199,7
20180806T08Z,200,7
20180806T07Z,197,7
20180806T06Z,200,7
20180806T05Z,196,7
20180806T04Z,205,7
20180806T03Z,234,8
20180806T02Z,235,56
20180806T01Z,236,125
20180806T00Z,236,135
20180805T23Z,236,395
20180805T22Z,236,349
20180805T21Z,235,333
20180805T20Z,235,179
20180805T19Z,236,65
20180805T18Z,235,53
20180805T17Z,233,34
20180805T16Z,234,53
20180805T15Z,229,53
20180805T14Z,203,53
20180805T13Z,192,53
20180805T12Z,191,27
20180805T11Z,192,27
20180805T10Z,192,9
20180805T09Z,193,26
20180805T08Z,193,26
20180805T07Z,194,26
20180805T06Z,196,27
20180805T05Z,199,27
20180805T04Z,222,27
20180805T03Z,227,29
20180805T02Z,234,54
20180805T01Z,237,55
20180805T00Z,235,58
20180804T23Z,235,212
20180804T22Z,234,344
20180804T21Z,235,345
20180804T20Z,236,314
20180804T19Z,235,154
20180804T18Z,235,27
20180804T17Z,235,27
20180804T16Z,234,27
20180804T15Z,232,27
20180804T14Z,214,27
20180804T13Z,192,8
20180804T12Z,191,7
20180804T11Z,191,7
20180804T10Z,190,7
20180804T09Z,192,45
20180804T08Z,191,46
20180804T07Z,193,45
20180804T06Z,196,47
20180804T05Z,201,46
20180804T04Z,209,48
20180804T03Z,234,69
20180804T02Z,234,119
20180804T01Z,236,126
20180804T00Z,235,392
20180803T23Z,234,997
20180803T22Z,235,1187
20180803T21Z,235,1091
20180803T20Z,236,1028
20180803T19Z,235,742
20180803T18Z,236,345
20180803T17Z,235,149
20180803T16Z,234,31
20180803T15Z,234,27
20180803T14Z,222,28
20180803T13Z,201,7
20180803T12Z,199,7
20180803T11Z,196,7
20180803T10Z,196,7
20180803T09Z,196,27
20180803T08Z,196,29
20180803T07Z,194,66
20180803T06Z,196,66
20180803T05Z,204,87
20180803T04Z,206,88
20180803T03Z,235,86
20180803T02Z,236,86
20180803T01Z,235,149
20180803T00Z,235,783
20180802T23Z,235,1242
20180802T22Z,234,1315
20180802T21Z,236,1215
20180802T20Z,236,1157
20180802T19Z,234,852
20180802T18Z,235,440
20180802T17Z,233,93
20180802T16Z,234,24
20180802T15Z,232,8
20180802T14Z,212,7
20180802T13Z,199,7
20180802T12Z,196,7
20180802T11Z,196,7
20180802T10Z,195,7
20180802T09Z,194,7
20180802T08Z,195,7
20180802T07Z,195,6
20180802T06Z,197,8
20180802T05Z,200,64
20180802T04Z,206,65
20180802T03Z,234,65
20180802T02Z,234,66
20180802T01Z,235,239
20180802T00Z,235,900
20180801T23Z,235,1332
20180801T22Z,235,1334
20180801T21Z,235,1239
20180801T20Z,235,1185
20180801T19Z,236,936
20180801T18Z,235,372
20180801T17Z,236,92
20180801T16Z,235,11
20180801T15Z,234,7
20180801T14Z,215,6
20180801T13Z,200,7
20180801T12Z,198,7
20180801T11Z,195,7
20180801T10Z,196,7
20180801T09Z,194,8
20180801T08Z,195,60
20180801T07Z,195,62
20180801T06Z,196,62
20180801T05Z,196,128
20180801T04Z,208,130
20180801T03Z,234,129
20180801T02Z,236,128
20180801T01Z,236,134
20180801T00Z,237,312
20180731T23Z,234,551
20180731T22Z,236,725
20180731T21Z,235,711
20180731T20Z,235,705
20180731T19Z,235,431
20180731T18Z,236,173
20180731T17Z,235,116
20180731T16Z,236,73
20180731T15Z,234,9
20180731T14Z,234,7
20180731T13Z,205,7
20180731T12Z,198,7
20180731T11Z,199,7
20180731T10Z,195,7
20180731T09Z,195,6
20180731T08Z,195,27
20180731T07Z,197,27
20180731T06Z,198,28
20180731T05Z,202,129
20180731T04Z,224,131
20180731T03Z,234,163
20180731T02Z,236,186
20180731T01Z,236,189
20180731T00Z,235,439
20180730T23Z,234,619
20180730T22Z,237,667
20180730T21Z,236,655
20180730T20Z,235,647
20180730T19Z,235,377
20180730T18Z,234,365
20180730T17Z,234,139
20180730T16Z,235,99
20180730T15Z,236,30
20180730T14Z,234,65
20180730T13Z,205,67
20180730T12Z,198,61
20180730T11Z,197,47
20180730T10Z,197,47
20180730T09Z,195,49
20180730T08Z,196,83
20180730T07Z,198,85
20180730T06Z,200,114
20180730T05Z,202,136
20180730T04Z,220,142
20180730T03Z,235,176
20180730T02Z,236,178
20180730T01Z,235,175
20180730T00Z,236,345
20180729T23Z,236,497
